Word,Frequency
askednot,1
asked,4
saysthey,1
auschwitz,7
kept,14
asking,2
saysand,1
grandparents,3
babies,2
largest,1
extermination,1
survive,9
relax,1
shower,10
clean,5
clothes,9
working,11
nice,4
calm,4
avoid,1
reaction,1
commotion,1
theirwhile,1
gathering,1
deadyou,1
never,4
comes,1
short,3
direction,10
goingmarched,1
marching,7
fork,2
dressed,2
handsome,1
officer,5
stick,1
conductor,1
baton,1
hand,3
motion,1
left,4
pers,1
knowing,4
forfor,3
directed,1
younger,9
healthier,2
opposite,1
intelligent,1
spoke,1
languages,1
assistants,1
himand,1
directing,1
must,3
intuition,1
straighten,3
yourself,1
body,4
pinched,1
cheeks,1
healthy,2
trip,2
boxcar,1
looked,8
turn,3
face,1
impressed,1
appearance,1
conduct,2
command,1
motioned,1
elegant,1
live,10
die,4
doctor,3
josef,1
mengele,1
selected,2
ont,2
himtwins,1
possibly,10
dwarfs,1
tiny,1
unusual,1
various,1
experiments,1
heading,1
toward,5
building,6
gettake,1
gonna,2
same,5
childrenthat,1
mention,2
mothers,2
babes,1
arms,3
holding,1
yes,2
heads,2
undressed,1
dropping,1
worry,2
disinfected,1
cleaned,2
getthey,1
faucetsfrom,1
spickets,1
ceiling,1
gas,2
floor,4
awhilethey,1
crawling,2
walls,3
tryingthey,1
seen,6
movies,2
themselves,7
escape,3
thatwhose,1
gassed,1
rooms,1
gather,2
boards,1
breath,2
wagons,1
focus,1
youwhen,1
benches,1
taketook,1
adjacent,1
scissors,2
machines,2
trim,1
hair,3
haircut,1
thatwith,1
cut,1
shaved,1
pubic,1
dehumanize,1
modest,1
cover,4
stark,1
naked,1
dehumanizingprocess,1
shaven,1
dress,5
greylike,1
shirt,2
whether,4
inches,2
tall,2
weighing,1
pounds,3
beingweighing,1
heavier,2
taller,1
reached,2
above,1
knees,1
daughter,1
sisters,3
recognize,2
helen,1
elizabeth,1
sistersuzanne,1
whoeverbecause,1
experience,1
survived,7
rows,2
barracks,16
cots,4
likelet,1
army,1
barrack,3
inside,1
platforms,2
wood,1
three,2
tiers,1
approximately,1
wide,1
deep,2
partitioned,1
between,3
row,2
half,3
space,2
cubicles,3
lie,2
uncomfortable,1
verytried,1
cubicle,2
stayed,11
slept,1
pitch,1
counted,10
count,3
forgot,1
dehydrated,2
hungry,3
thirsty,1
whenever,1
fountain,1
puddlewhatever,1
grab,2
drink,1
running,3
wash,1
basin,1
touched,1
highly,1
contaminated,1
efficient,1
killing,5
machinery,1
crematoriums,1
ovens,1
easy,1
speedy,1
mechanized,1
opened,1
dig,3
ditches,6
foot,1
dug,3
edge,1
charged,1
thesethese,2
dirt,1
eroding,1
deteriorating,1
fluids,1
seep,1
ground,2
washed,1
underground,1
system,4
drank,1
quench,1
thirst,1
poison,1
poisoned,1
waterthis,1
sewer,1
gave,4
consequently,1
evening,4
weak,2
especially,1
myself,5
frail,1
turned,5
others,3
weredid,1
erect,1
minute,2
helped,2
supporting,1
less,1
selections,1
continuously,2
while,3
fortunately,1
group,4
week,9
needed,3
ammunition,4
factory,19
polishgerman,1
breslau,1
loaded,1
gettingbeginning,1
trucks,3
canvas,1
thisthese,1
destination,1
lots,1
trees,1
surroundi,1
unloading,1
womenfrom,1
period,2
exterminating,1
camps,3
joined,2
woken,3
moldy,3
coffee,2
likemore,1
luke,1
warm,2
brown,2
werecouldn,1
save,1
otherswell,1
ate,1
couldthey,1
portioning,1
bites,2
anyway,1
meal,4
hour,6
understand,1
order,4
whoever,1
resisted,1
spot,1
choice,1
temporarily,1
alive,10
happenwhat,1
beatings,4
partsdifferent,1
airplanesinto,1
bomb,1
settingtime,1
setting,1
bombs,3
gunswith,1
planeswith,1
creating,1
allies,2
killingthey,1
mechanism,1
americans,1
english,1
russians,2
concentration,4
makehelp,1
manufacture,1
human,2
nature,2
funny,1
oldest,1
sickest,1
living,5
bad,5
fare,1
astonishing,1
thank,3
survival,1
safekeeping,1
give,5
sustain,1
giving,3
lastwhat,1
ever,4
comeshe,1
snow,1
thiswas,1
withwhich,1
sunday,2
boy,4
works,2
withoutwell,1
break,2
simplynot,1
lunch,1
excuse,3
pause,1
tapes,1
tape,1
sundays,1
scrub,1
floors,1
spotless,2
inspected,1
tisfied,1
start,6
cleaning,1
scrubbing,1
inspection,1
square,2
specialty,1
soup,4
green,4
leaves,3
floating,1
potatoes,2
hope,2
delicacy,2
horse,2
meat,2
dealt,1
ladle,1
caught,2
caviar,1
forward,1
main,1
once,3
plain,1
almost,2
peterswaldau,2
diehl,2
month,2
alreadythe,1
didnthey,1
raw,1
material,1
continue,2
utilized,1
digdigging,1
fox,2
holes,4
closer,2
remaining,2
kids,1
fought,1
weighed,1
lucky,1
skeleton,1
pick,2
shovel,2
laughing,2
god,1
knows,1
lifting,1
digging,1
pulled,2
why,1
feed,1
mouth,2
lowexcuse,1
sent,1
fighting,2
justwhoever,1
perform,1
lasted,1
encouragement,2
larger,2
grossrosen,1
situated,1
southeast,1
gera,1
czech,1
border,4
provided,1
slave,1
concerns,1
haase,1
harder,3
youyou,1
unable,1
strength,4
says,1
soon,3
aunts,1
uncles,1
far,5
hold,2
force,1
longerjust,1
outsideand,1
lady,2
responsible,2
liaison,1
thewait,1
knock,1
door,2
ere,2
fled,1
blonde,1
ran,7
screamed,1
free,4
hearing,1
messiah,1
wild,1
crying,6
hugging,1
kissing,1
emotion,1
humanbeing,1
capable,1
emoting,1
unbelievable,1
remarkable,1
occasion,2
existence,1
burst,1
gates,1
warehouse,2
theirwhatever,1
hungryall,1
meager,1
andwhereall,1
wasthey,1
hardly,2
explained,1
margarine,2
sugar,2
hands,1
utensil,1
knife,1
spoon,1
fine,1
grabbing,1
smearing,1
pouring,1
stuffing,2
mouths,1
delicious,1
starved,1
justjust,2
fast,1
circumstances,1
starvation,1
push,1
rich,1
rejected,1
couldncouldn,1
absorb,1
saved,2
gerthe,1
russian,3
skeletons,1
lifted,1
fromyou,1
stretchers,1
ambulanceput,1
ambulances,1
occupied,1
forces,1
immediately,1
bury,1
finding,1
witnesses,1
employed,1
trained,1
punished,1
jail,1
thesetheir,1
recuperated,1
medical,4
stronger,1
ourwhat,1
dreaming,1
hoping,1
meet,4
eat,3
meaning,1
brothers,4
sistersmaybe,1
nourishment,1
gotten,1
embarked,1
railroads,1
bombed,1
hitch,1
ride,1
farmers,1
carry,1
whenwhere,1
mode,2
transportation,1
tenants,1
ours,1
rental,1
apartmentshomes,1
property,2
moved,7
window,1
bewilderment,1
repeat,1
help,7
inherit,1
petrified,4
theirour,1
theyour,1
justthey,1
unhappy,2
feelings,1
families,7
trickled,1
hotels,1
anybodyany,1
decide,3
answer,2
ask,2
boat,1
pity,1
husband,7
son,10
begging,1
talk,5
sai,1
together,3
ood,1
assigned,1
rumor,1
gotthey,1
paid,6
offwhatever,1
tooth,1
gold,1
crown,1
spend,1
power,1
shortly,1
lives,1
livednot,1
suffering,3
ugliness,1
goodness,1
beauty,1
duty,1
hopefully,1
theborders,1
romania,5
vienna,3
vie,1
nna,1
ships,1
israel,1
australia,1
canada,1
new,16
closed,2
clearing,1
throatexcuse,1
dollars,2
foractually,1
wasthe,1
need,4
havinghungarian,1
tradedchanged,1
bills,3
jewelryjewelry,1
traded,1
pay,1
whoe,1
ver,1
warehouses,2
large,2
rented,2
jar,2
sealed,1
putyou,1
hid,4
case,2
survivewhatever,1
tenantsthe,1
neighbors,2
sleeping,2
spots,2
wherethese,1
justthis,1
bank,1
whothere,1
occasional,1
righteous,1
gentile,1
today,3
names,1
whowho,1
warned,1
andsome,1
othersthey,1
ablesome,1
bought,2
moneybig,1
moneypapers,1
false,1
identity,1
christian,1
buying,1
hide,3
known,1
wereran,1
forest,1
wherever,2
guards,1
transylvania,1
romaniaand,1
forth,1
hoped,1
awhile,5
siblings,2
ack,1
marvelous,1
memory,1
remembered,2
address,1
sister,4
wrote,3
letter,2
send,2
couldcouldn,1
germansextradite,1
andyou,1
benefit,1
plight,2
assumed,1
four,3
means,1
munich,3
american,3
zone,1
applied,1
andour,1
czechoslovakianthat,1
displaced,3
persons,3
sleep,1
privacy,2
becausethere,1
hundreds,1
eacheach,1
someblankets,1
tie,1
strings,1
across,2
create,3
unrra,2
thatwas,1
liberation,1
accept,1
andmarch,1
york,10
brotherlaw,2
thinkbent,1
kissed,1
soil,1
freedom,1
uncle,2
pittsburgh,1
grown,2
age,6
communicate,3
jew,1
cause,2
enemy,1
withwith,2
horns,1
common,2
nations,1
relief,1
rehabilitation,1
administration,1
learned,1
antisemites,1
miserable,1
july,1
s,3
supposedly,1
erased,1
girl,4
frightened,1
immediate,1
cousin,1
nazis,1
nightmares,2
reliving,1
killings,1
werereleased,1
jump,1
andand,1
tear,1
occasionally,1
example,1
remain,1
better,3
chance,1
starting,1
opposed,1
mining,1
town,2
taught,2
sewing,1
machine,1
caring,3
poor,3
fromthat,1
bring,2
cook,1
basket,1
arm,1
daily,1
hospital,6
volunteer,1
illness,1
minor,1
major,2
natural,1
caringsomething,1
nursing,2
facility,1
americanborn,1
college,3
graduate,1
dating,1
dates,1
nervous,4
wreck,1
stomach,2
date,2
movie,1
restaurant,2
bathroom,1
throw,1
seemed,2
liked,1
scared,2
wouldn,1
seeing,1
talked,3
sit,1
classes,1
five,1
signed,1
schoolhigh,1
dinner,3
shopping,1
cooked,1
books,1
walk,1
blocks,1
bus,4
stop,4
second,3
theodore,1
roosevelt,1
fordham,1
university,1
minus,1
staircase,1
survivor,1
percent,1
gone,1
drive,2
chat,1
both,2
marriage,1
build,1
confirmed,1
cryi,1
won,1
seventh,1
heaven,1
remarried,1
gentlemen,1
wife,2
alone,2
own,1
poi,1
retired,1
lonely,1
members,1
lovely,1
floridawere,1
florida,1
hotel,1
attack,1
sons,3
otherwise,1
shape,1
twofamily,1
apartment,3
upstairs,3
havegive,1
downstairs,2
parttime,1
loved,1
arethere,1
study,1
interior,1
decorating,1
museums,1
gardens,2
flower,1
ballet,1
opera,1
everythingshowed,1
cooking,1
boys,3
normal,1
growing,1
goingabout,1
nicenicer,1
bedroom,1
moaning,1
pain,2
stairs,1
kitchen,1
doubled,1
excruciating,1
tests,1
discovered,1
cancer,2
colon,1
columbia,1
presbyterian,1
considered,1
bestspecialist,1
type,1
performed,1
surgery,1
oncologist,2
twice,1
checkup,1
suffered,1
passed,2
buried,1
tough,1
mourning,1
continuingtrying,1
graduated,1
computer,1
ibm,1
shuttle,1
program,1
computers,1
forwith,1
mcr,1
company,4
liveswell,1
track,1
manager,1
whothat,1
brotherslaw,1
brotherlaws,1
mid,1
houston,3
texas,1
pharmacist,1
quieter,1
nicer,1
opportunities,1
vacation,1
livedlived,1
center,1
often,1
remained,1
north,1
continueall,1
though,1
seems,1
perfect,1
finish,1
add,1
belong,1
survivors,1
ahead,1
alright,1
rticular,1
organization,2
schools,1
experiences,2
past,2
lifetime,1
peoplethat,1
generation,1
prevent,1
organi,1
zation,1
church,2
groups,1
nucleus,1
dozen,1
share,1
teach,1
watchful,1
persecuted,1
reason,1
speak,1
future,1
