Word,Frequency
breakfast,2
lunch,1
even,4
dieting,1
fasting,1
stomach,2
hurts,1
sell,1
soul,1
potato,4
slice,2
experienced,1
living,3
lice,1
body,5
selections,4
appells,1
using,1
coffee,4
wash,2
knowing,3
mengele,3
struggle,2
saw,6
reacted,1
reaction,1
survive,7
concern,1
wondering,1
energy,1
faced,1
dying,1
committing,1
suicide,1
tomorrow,2
youth,1
hope,3
struggles,1
word,1
selection,5
process,1
undressed,1
run,6
roll,1
josef,1
entourage,1
strength,2
grows,1
gray,1
piece,2
coal,2
potbellied,1
stoves,1
barrack,2
color,1
look,3
mean,1
grayed,1
doing,5
scar,1
pimple,1
stick,1
good,1
barracks,6
done,2
gassed,1
marching,2
appell,2
wake,1
crack,1
dawn,1
entire,1
fives,1
counted,3
thing,2
escaped,1
missing,1
accounted,3
thousands,2
each,2
rained,1
sun,2
hot,3
cold,1
summer,1
wear,1
beat,1
faint,1
counts,1
nobody,2
wanted,3
punishment,1
dished,1
punish,1
die,1
starvation,1
disease,3
killing,2
beatings,1
march,6
consisted,1
cup,1
soup,1
faces,1
hands,1
wouldn,1
existence,1
carry,5
huge,3
rocks,3
undernourished,1
weak,2
rock,1
weight,1
barely,1
crawl,1
strong,1
emptying,2
rest,3
chosen,2
somewheres,1
crawled,1
begged,2
laughing,1
pulling,2
six,2
pulled,2
literally,3
chamber,1
factory,2
airplanes,1
spring,1
compass,1
airplane,1
shared,1
precious,1
extra,1
anyone,1
message,1
promise,1
made,3
including,1
yourself,1
lose,1
joined,2
group,2
factories,2
familiar,1
bombings,1
pushing,1
fields,3
losing,1
shutter,2
either,1
loaf,1
flying,1
pounce,1
shoot,2
care,2
streets,1
covered,1
bodies,3
dropping,1
dysentery,1
carrot,1
snails,2
order,1
planes,1
low,1
forest,3
shot,1
sleeping,1
dark,1
farmer,1
wore,1
barn,3
stamps,1
forests,1
russians,4
liberated,5
books,1
watch,1
films,1
“did,1
”,1
true,1
throw,1
workers,1
worked,1
“hitler,2
this”,2
himself,2
forgetting,4
machinery,1
gathered,1
drove,1
treblinka,1
places,1
lots,1
play,1
music,1
hug,1
wives,1
sisters,1
keep,3
secret,3
flames,1
smelled,1
burning,1
passing,1
instrumental,1
hate,2
love,2
overcome,1
hatred,1
beings,2
breath,1
speech,1
certainly,1
finish,1
moments,1
aware,1
fill,1
bath,2
russia,1
presented,1
skin,1
bones,1
grown,1
apartment,1
building,2
surrounding,1
although,1
medical,2
attention,2
carriers,1
sick,1
wires,1
chose,1
hoping,1
destroyed,2
lookout,1
post,3
hill,1
directions,2
totally,1
intact,1
moved,2
village,1
meet,1
trickle,1
gathering,1
communal,1
necessity,1
cause,1
migrated,1
potatoes,1
carrots,1
offer,1
furniture,1
recognized,1
shame,1
guilt,1
america,2
office,2
mail,1
locate,2
letters,2
gotten,1
address,1
touch,1
american,1
borders,1
between,1
east,1
west,1
communist,1
sudetenlands,2
communism,1
paid,1
smuggle,3
book,1
write,1
quota,1
number,1
easier,1
goes,1
thank,4
sharing,1
remarkable,1
displaying,1
photograph,1
center,1
she’,2
dad’,1
’,2
important,1
note,1
backwards,1
realize,1
modern,1
conclusion,1
